Date,Temp,Q,P,E,,,,
9/30/2018,15.15069444,0.029666667,6.35,1.82,,,,
10/1/2018,17.28881944,0.036,5.08,4.481863495,,,,
10/2/2018,14.61381944,0.048666667,0,2.991640745,,,,
10/3/2018,15.50486111,0.055,0,3.209896719,,,,
10/4/2018,16.46173611,0.048666667,0,3.910731404,,,,
10/5/2018,13.71465278,0.042333333,0,3.212511695,,,,
10/6/2018,12.28002778,0.029666667,0,3.525306869,,,,
10/7/2018,13.45539583,0.023333333,0,3.393865638,,,,
10/8/2018,15.5375,0.023333333,0,3.184234082,,,,
10/9/2018,13.95756944,0.029666667,1.778,2.648973476,,,,
10/10/2018,11.95489583,0.036,0,2.062292853,,,,
10/11/2018,11.91381944,0.029666667,0,2.072808609,,,,
10/12/2018,11.14201389,0.023333333,14.224,1.820741359,,,,
10/13/2018,10.58033333,0.029666667,4.826,0.772881775,,,,
10/14/2018,11.81256944,0.036,0,1.118276743,,,,
10/15/2018,13.27859028,0.042333333,0,2.478904051,,,,
10/16/2018,13.87805556,0.042333333,1.27,1.896078151,,,,
10/17/2018,11.71763889,0.048666667,1.016,1.128603066,,,,
10/18/2018,13.20027778,0.055,0,2.336071415,,,,
10/19/2018,13.00375,0.055,4.064,2.382608123,,,,
10/20/2018,12.13673611,0.055,0.254,2.005219168,,,,
10/21/2018,10.65826389,0.055,2.286,1.670625433,,,,
10/22/2018,10.57458333,0.055,0,1.711359584,,,,
10/23/2018,11.90209722,0.055,0.254,1.784671277,,,,
10/24/2018,12.66472222,0.055,1.016,2.619111094,,,,
10/25/2018,7.344118056,0.055,5.334,1.865363189,,,,
10/26/2018,0.831243056,0.055,4.572,1.189640187,,,,
10/27/2018,4.818694444,0.055,0,1.926330935,,,,
10/28/2018,8.974958333,0.055,0,2.306117695,,,,
10/29/2018,11.0759375,0.055,0,2.698603106,,,,
10/30/2018,11.48869444,0.071,0,2.564701972,,,,
10/31/2018,11.48749306,0.087,0,2.610370636,,,,
11/1/2018,11.11148611,0.118666667,0,2.423746806,,,,
11/2/2018,10.548875,0.134333333,0,2.42924195,,,,
11/3/2018,9.331215278,0.15,0,2.085961119,,,,
11/4/2018,8.656423611,0.15,0,1.640324285,,,,
11/5/2018,7.660645833,0.15,0,1.783576223,,,,
11/6/2018,6.274416667,0.134333333,0,1.677272816,,,,
11/7/2018,6.442111111,0.118666667,0,1.507102939,,,,
11/8/2018,6.951548611,0.118666667,0,1.673315567,,,,
11/9/2018,6.6193125,0.118666667,0,1.663295481,,,,
11/10/2018,7.434569444,0.118666667,0,1.579911957,,,,
11/11/2018,6.485138889,0.087,2.794,1.169708338,,,,
11/12/2018,7.527423611,0.071,0,1.468963766,,,,
11/13/2018,6.070229167,0.055,0,1.279715011,,,,
11/14/2018,2.522888889,0.055,0,1.327126892,,,,
11/15/2018,0.277180556,0.055,0,1.272194179,,,,
11/16/2018,-2.013548611,0.055,3.048,0.672790822,,,,
11/17/2018,-0.250333333,0.071,4.064,0.95039219,,,,
11/18/2018,6.177520833,0.087,0,1.120433653,,,,
11/19/2018,7.645090278,0.103,0,1.581098764,,,,
11/20/2018,7.699319444,0.087,0,1.635176473,,,,
11/21/2018,7.901513889,0.071,0,1.117593311,,,,
11/22/2018,7.953583333,0.055,0.254,1.349673347,,,,
11/23/2018,5.591791667,0.055,1.524,0.788186192,,,,
11/24/2018,2.833152778,0.055,4.318,0.432121388,,,,
11/25/2018,2.113347222,0.055,0,0.92021534,,,,
11/26/2018,4.721847222,0.055,0,1.152792897,,,,
11/27/2018,6.525222222,0.055,1.016,0.841565379,,,,
11/28/2018,8.111159722,0.055,0,1.719153052,,,,
11/29/2018,7.660763889,0.055,1.524,1.520694599,,,,
11/30/2018,4.089861111,0.086666667,35.306,0.263743937,,,,
12/1/2018,3.322840278,0.138333333,0.254,0.57444376,,,,
12/2/2018,2.680673611,0.17,0.254,0.751047716,,,,
12/3/2018,4.845909722,0.17,0,0.970247967,,,,
12/4/2018,3.782013889,0.15,4.826,0.485595174,,,,
12/5/2018,3.179520833,0.15,0,0.491660812,,,,
12/6/2018,2.320104167,0.15,4.572,0.201502549,,,,
12/7/2018,0.914652778,0.17,6.096,0.383940308,,,,
12/8/2018,-0.484041667,0.19,0.508,0.480256043,,,,
12/9/2018,1.642229167,0.19,0,0.788895455,,,,
12/10/2018,5.396680556,0.17,0,1.555793238,,,,
12/11/2018,5.768388889,0.15,1.524,1.649978125,,,,
12/12/2018,0.410666667,0.17,4.318,0.421568408,,,,
12/13/2018,-3.771715278,0.17,2.794,0.752580109,,,,
12/14/2018,0.287361111,0.17,0,0.709415436,,,,
12/15/2018,2.372326389,0.15,0,0.670700033,,,,
12/16/2018,3.131715278,0.15,0,0.716106651,,,,
12/17/2018,3.065604167,0.15,0,0.525041646,,,,
12/18/2018,3.466347222,0.15,0.762,0.671078871,,,,
12/19/2018,0.700256944,0.17,19.304,0.216008097,,,,
12/20/2018,0.100513889,0.19,2.54,0.271888398,,,,
12/21/2018,0.823888889,0.19,0.254,0.629763548,,,,
12/22/2018,0.741569444,0.17,0,0.717419149,,,,
12/23/2018,1.793604167,0.15,0,1.040418582,,,,
12/24/2018,0.899222222,0.15,1.016,0.978600484,,,,
12/25/2018,2.4479375,0.15,0,1.066683796,,,,
12/26/2018,-1.289680556,0.15,1.27,0.906086406,,,,
12/27/2018,-5.829020833,0.15,0,0.185640257,,,,
12/28/2018,-6.929354167,0.15,5.588,0.548468822,,,,
12/29/2018,-6.557326389,0.19,0,0.773834603,,,,
12/30/2018,-4.1719375,0.174333333,2.794,0.310859411,,,,
12/31/2018,-5.987333333,0.158666667,1.778,0.500573935,,,,
1/1/2019,-2.916194444,0.118666667,0,0.572494415,,,,
1/2/2019,-0.751680556,0.102666667,1.778,0.345286339,,,,
1/3/2019,-0.061763889,0.086666667,8.89,1.057217873,,,,
1/4/2019,5.520618056,0.055,0,2.012776707,,,,
1/5/2019,2.478638889,0.055,0.254,1.073201219,,,,
1/6/2019,-1.766451389,0.071,3.556,0.911525172,,,,
1/7/2019,-5.870243056,0.087,2.032,0.670316825,,,,
1/8/2019,-5.609263889,0.103,0,0.374623811,,,,
1/9/2019,-8.978819444,0.103,4.064,0.621493356,,,,
1/10/2019,-5.4329375,0.178666667,1.016,0.743764583,,,,
1/11/2019,-2.122083333,0.178666667,0,0.650716698,,,,
1/12/2019,-1.612770833,0.162666667,0.254,0.837684149,,,,
1/13/2019,-1.767493056,0.087,0,0.75824849,,,,
1/14/2019,-2.145506944,0.087,0,0.623318758,,,,
1/15/2019,0.535534722,0.103,18.796,1.096628714,,,,
1/16/2019,-3.986729167,0.138666667,0,1.499027177,,,,
1/17/2019,-6.7719375,0.154333333,0.508,0.772691968,,,,
1/18/2019,-5.768854167,0.17,2.286,0.878317459,,,,
1/19/2019,-2.5400625,0.17,0,1.059457947,,,,
1/20/2019,-0.971236111,0.154333333,0,0.864803601,,,,
1/21/2019,-1.143618056,0.138666667,0,0.866312156,,,,
1/22/2019,0.273840278,0.103,0,0.723081975,,,,
1/23/2019,0.099847222,0.118666667,0,0.906550644,,,,
1/24/2019,1.743083916,0.154333333,0.254,1.805891555,,,,
1/25/2019,0.641979167,0.19,5.334,0.865439844,,,,
1/26/2019,3.616930556,0.23,0.508,2.003851413,,,,
1/27/2019,2.1154375,0.27,5.588,1.799801197,,,,
1/28/2019,-0.019243056,0.31,0,0.933687904,,,,
1/29/2019,0.839861111,0.33,0,1.288907226,,,,
1/30/2019,1.917673611,0.33,2.032,1.493256062,,,,
1/31/2019,-0.060375,0.367333333,5.334,0.597638589,,,,
2/1/2019,1.037430556,0.307333333,0.762,1.07878312,,,,
2/2/2019,0.313590278,0.247333333,0,1.672043264,,,,
2/3/2019,2.664006944,0.15,0,1.566142925,,,,
2/4/2019,4.276138889,0.15,0,1.832481868,,,,
2/5/2019,4.365805556,0.15,0,2.204510958,,,,
2/6/2019,3.384916667,0.17,8.128,1.52017037,,,,
2/7/2019,0.527965278,0.23,4.572,0.257518889,,,,
2/8/2019,0.332840278,0.29,3.302,0.376061761,,,,
2/9/2019,0.402729167,0.33,0.762,0.378543289,,,,
2/10/2019,-0.203631944,0.33,2.032,0.289445386,,,,
2/11/2019,0.274493056,0.33,9.398,1.068923446,,,,
2/12/2019,1.178243056,0.31,0,1.484206517,,,,
2/13/2019,1.760958333,0.31,0,1.325794013,,,,
2/14/2019,0.687875,0.31,0,0.779469081,,,,
2/15/2019,0.297847222,0.33,0.254,0.748874894,,,,
2/16/2019,0.7010625,0.367333333,0,1.218929243,,,,
2/17/2019,0.466854167,0.404666667,0,1.36629087,,,,
2/18/2019,1.343680556,0.442,0,1.575061998,,,,
2/19/2019,2.388430556,0.442,0,1.996620166,,,,
2/20/2019,3.352111111,0.479333333,0,1.6421525,,,,
2/21/2019,2.372520833,0.554,0,1.394152983,,,,
2/22/2019,2.115444444,0.554,0,1.718743718,,,,
2/23/2019,1.702076389,0.516666667,0,1.38476305,,,,
2/24/2019,1.975625,0.442,1.016,1.441695265,,,,
2/25/2019,3.397863946,0.442,0,1.726285565,,,,
2/26/2019,2.7605625,0.442,1.27,1.035213721,,,,
2/27/2019,-2.076256944,0.442,2.286,0.485665668,,,,
2/28/2019,-5.643340278,0.442,5.08,0.721400509,,,,
3/1/2019,-2.31,0.442,3.048,1.62856516,,,,
3/2/2019,2.467034722,0.404666667,0,1.709904281,,,,
3/3/2019,2.294118056,0.404666667,0.254,1.292252542,,,,
3/4/2019,2.318138889,0.442,0.254,1.182746765,,,,
3/5/2019,3.027027778,0.516666667,0,1.787945903,,,,
3/6/2019,3.835965278,0.591333333,0,2.160602066,,,,
3/7/2019,1.08475,0.628666667,4.064,1.794358217,,,,
3/8/2019,2.152555556,0.666,0,2.356238055,,,,
3/9/2019,5.0653125,0.628666667,0,2.870725478,,,,
3/10/2019,6.400034722,0.591333333,0,2.632484233,,,,
3/11/2019,7.000715278,0.554,0,3.07814092,,,,
3/12/2019,5.15775,0.591333333,0,2.015969858,,,,
3/13/2019,5.858673611,0.666,0.254,2.172711276,,,,
3/14/2019,4.168909722,0.778,7.366,1.321498308,,,,
3/15/2019,3.803125,0.852666667,0,2.079367246,,,,
3/16/2019,0.439354167,0.852666667,3.81,0.954943282,,,,
3/17/2019,1.320368056,0.778,1.016,1.105720948,,,,
3/18/2019,6.406041667,0.703333333,0,3.125076516,,,,
3/19/2019,8.210201389,0.666,0,3.476118718,,,,
3/20/2019,8.401,0.666,0,3.271537144,,,,
3/21/2019,8.186409722,0.628666667,0,3.544550766,,,,
3/22/2019,6.044388889,0.591333333,0,3.355410239,,,,
3/23/2019,5.380958333,0.591333333,0,3.259992659,,,,
3/24/2019,-0.169569444,0.591333333,0,2.686085984,,,,
3/25/2019,-1.189395833,0.591333333,0,2.31356325,,,,
3/26/2019,4.033881944,0.554,0,2.981007455,,,,
3/27/2019,5.228194444,0.554,0,2.427093624,,,,
3/28/2019,5.668548611,0.591333333,0,2.58680852,,,,
3/29/2019,1.790340278,0.666,5.08,0.607335478,,,,
3/30/2019,-0.294541667,0.778,4.318,0.364824141,,,,
3/31/2019,-0.318875,0.926,13.97,1.090391518,,,,
4/1/2019,0.927326389,1.036666667,2.794,1.037240088,,,,
4/2/2019,3.412430556,1.11,0.762,1.125750993,,,,
4/3/2019,4.1063125,1.11,5.334,1.299575173,,,,
4/4/2019,4.879715278,1.11,0,2.302795497,,,,
4/5/2019,5.356652778,1.11,0,2.279450804,,,,
4/6/2019,6.995375,1.11,0,3.007391989,,,,
4/7/2019,6.922597222,1.15,0.508,1.879412035,,,,
4/8/2019,8.479166667,1.226666667,0,2.967551768,,,,
4/9/2019,8.509270833,1.403333333,0.254,3.680234051,,,,
4/10/2019,4.997916667,1.44,0.254,3.374619879,,,,
4/11/2019,5.505861111,1.403333333,0.508,2.211633521,,,,
4/12/2019,9.102791667,1.266666667,0,3.860638633,,,,
4/13/2019,10.69668056,1.23,0,4.358259227,,,,
4/14/2019,11.44844444,1.266666667,2.54,4.181145141,,,,
4/15/2019,6.779263889,1.303333333,1.778,2.171840781,,,,
4/16/2019,4.228076389,1.303333333,6.35,1.48635324,,,,
4/17/2019,2.924444444,1.266666667,8.636,0.928206842,,,,
4/18/2019,2.675097222,1.19,14.478,1.895907051,,,,
4/19/2019,2.215020833,1.19,7.366,1.383264502,,,,
4/20/2019,-1.033569444,1.226666667,2.032,1.044777387,,,,
4/21/2019,-1.742173611,1.303333333,4.064,1.063481293,,,,
4/22/2019,0.071798611,1.303333333,5.334,1.287782493,,,,
4/23/2019,4.213097222,1.266666667,0,2.865699058,,,,
4/24/2019,7.501465278,1.23,0,2.987048286,,,,
4/25/2019,10.85305556,1.266666667,0,3.249688477,,,,
4/26/2019,11.38347222,1.34,1.27,3.429131184,,,,
4/27/2019,9.5738125,1.476666667,0.254,2.407070661,,,,
4/28/2019,11.1218125,1.7,4.318,3.401747998,,,,
4/29/2019,11.95874306,1.886666667,2.032,3.633050623,,,,
4/30/2019,13.51729167,2.07,0,5.20083457,,,,
5/1/2019,13.40013889,2.193333333,0,4.865235889,,,,
5/2/2019,10.70089583,2.193333333,0.254,3.589887839,,,,
5/3/2019,7.484583333,2.07,0.508,2.377825286,,,,
5/4/2019,10.00939583,1.883333333,0,4.012485315,,,,
5/5/2019,11.55139583,1.76,0,3.0489146,,,,
5/6/2019,15.68902778,1.76,0,6.146019795,,,,
5/7/2019,13.15409722,1.823333333,0,5.493180148,,,,
5/8/2019,6.657736111,1.883333333,0,2.897046954,,,,
5/9/2019,7.5623125,1.946666667,0,2.961176834,,,,
5/10/2019,8.415881944,1.946666667,0,2.684100281,,,,
5/11/2019,8.856368056,2.01,0,2.552453915,,,,
5/12/2019,10.30534028,2.07,0.254,4.141535526,,,,
5/13/2019,13.15561806,2.193333333,0,5.378606863,,,,
5/14/2019,17.2075,2.376666667,0,5.979168878,,,,
5/15/2019,19.58756944,2.623333333,0,7.684128773,,,,
5/16/2019,19.81541667,2.87,0,5.169558309,,,,
5/17/2019,19.5425,2.993333333,0,6.845459031,,,,
5/18/2019,14.83847222,2.993333333,0,5.972913355,,,,
5/19/2019,13.58121528,2.93,0,4.86420196,,,,
5/20/2019,17.64569444,2.93,0,6.282982233,,,,
5/21/2019,19.29583333,2.87,0,6.506284097,,,,
5/22/2019,17.849375,2.81,0,5.859069471,,,,
5/23/2019,19.92090278,2.686666667,0,4.743916424,,,,
5/24/2019,20.49277778,2.5,0,5.750734334,,,,
5/25/2019,17.283125,2.253333333,0,6.692861624,,,,
5/26/2019,15.52076389,2.006666667,0,5.259206402,,,,
5/27/2019,17.241875,1.823333333,0,6.2337273,,,,
5/28/2019,19.78069444,1.636666667,0,6.947305868,,,,
5/29/2019,22.46611111,1.476666667,0,7.733159053,,,,
5/30/2019,22.67604167,1.34,0,7.021373488,,,,
5/31/2019,19.73923611,1.266666667,0,4.353293242,,,,
6/1/2019,20.65041667,1.23,0,5.992689055,,,,
6/2/2019,20.94618056,1.19,0,6.194341602,,,,
6/3/2019,20.19055556,1.113333333,0,6.382070046,,,,
6/4/2019,19.84416667,1.036666667,0,6.489492047,,,,
6/5/2019,18.11020833,1,4.572,5.558352216,,,,
6/6/2019,18.30951389,0.963333333,0,5.796307502,,,,
6/7/2019,18.73694444,0.889333333,0,6.10808193,,,,
6/8/2019,20.93652778,0.740666667,0,6.849719723,,,,
6/9/2019,17.03,0.628666667,9.14,3.575682018,,,,
6/10/2019,18.37041667,0.591333333,0.762,4.964560236,,,,
6/11/2019,16.36479167,0.628666667,0,4.520125819,,,,
6/12/2019,15.01131944,0.628666667,2.286,3.723570607,,,,
6/13/2019,15.19159722,0.628666667,8.64,3.091020821,,,,
6/14/2019,15.00395833,0.666,1.27,2.05022964,,,,
6/15/2019,16.02402778,0.814666667,0.254,3.351932774,,,,
6/16/2019,17.75111111,0.889333333,0,5.305356459,,,,
6/17/2019,15.97236111,0.889333333,0.508,3.581344516,,,,
6/18/2019,15.33034722,0.852666667,6.604,2.615787931,,,,
6/19/2019,15.49951389,0.852666667,17.53,3.131576522,,,,
6/20/2019,14.54111111,0.963333333,2.794,2.649633174,,,,
6/21/2019,16.92520833,1,0,3.840424533,,,,
6/22/2019,16.11527778,1.036666667,38.61,2.959761319,,,,
6/23/2019,19.18236111,0.963333333,0,5.958012022,,,,
6/24/2019,20.856875,0.926666667,0,5.533513303,,,,
6/25/2019,22.72840278,0.852666667,0,6.621836083,,,,
6/26/2019,24.21805556,0.815333333,0,7.135317051,,,,
6/27/2019,23.13493056,0.778,0,7.722071092,,,,
6/28/2019,22.23840278,0.740666667,0,7.441801593,,,,
6/29/2019,20.14270833,0.703333333,0,6.11817373,,,,
6/30/2019,16.16041667,0.628666667,0,5.716433323,,,,
7/1/2019,15.62875,0.591333333,0,6.234580081,,,,
